parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,failed_audio,failed_images,failed_video,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timeout,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
653694e3edfb539b2c4ada07,2kuf87KV6DJAjOqvdVrc,,,,,,,2,r,,,,,,,3,[],[],[],,1308,,,0.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0yovcg9efvbs,,,,,,,,6814acf7a2b0960317ac048d,653694e3edfb539b2c4ada07,True,,,,,,,16419,False,0.27,0,preload,,,,,,,,1971
653694e3edfb539b2c4ada07,AjGKDa7bAASlZszyoBHV,,,,,,,2,r,,,,,,,3,,,,,1308,653694e3edfb539b2c4ada07,,0.0-1.0,0,,,0,,,,,,,,,,,,,,,,,,,,{'Q0': '653694e3edfb539b2c4ada07'},,6412,0yovcg9efvbs,,,,,,,,6814acf7a2b0960317ac048d,653694e3edfb539b2c4ada07,,,enterid,,,,,22838,,0.38,1,survey-text,,,,,,,,1971
653694e3edfb539b2c4ada07,DLdpD5IL8VehBLjhApnp,,,,,chrome,135.0.0,2,r,,,,,,,3,,,,True,1308,653694e3edfb539b2c4ada07,,0.0-2.0,0,,,0,,,,,,,,,,,,,False,False,,Linux,,,,,,,0yovcg9efvbs,,,,,,,,6814acf7a2b0960317ac048d,653694e3edfb539b2c4ada07,,,,,,,,23824,,0.40,2,browser-check,,,,,61.46,True,False,1971
653694e3edfb539b2c4ada07,RFQOatI69g00H8BZNtqc,,,,,,,2,r,,,,,,,3,,,,,1308,653694e3edfb539b2c4ada07,,0.0-3.0,0,,,0,,,,,,,,,,,,,,,,,,[0],,"{'consent': ""I have read and understand this information and agree to join this study. <p style='text-align: left'> Clicking to confirm, then press 'enter' to continue.</p>""}",,2503,0yovcg9efvbs,,,,,,,,6814acf7a2b0960317ac048d,653694e3edfb539b2c4ada07,,,,,,,,26330,,0.44,3,survey-multi-choice,,,,,,,,1971
673ccb0691efe91cd015dcf7,01SQXn9yE9nhPGHghjOG,,0.5,,False,,,2,r,False,False,,,f,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1263).jpg,0.0-9.0-10.0-0.11,0,False,True,0,False,False,False,False,True,True,False,5,5,False,,0,,,1,,,,0,j,,871,,images/1 (1263).jpg,Fn+1,Fn,,0,0,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,12,12,0,0,1321464,,22.06,366,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,0387qH670BZyWorj6ZYe,,0.8181818181818182,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2361).jpg,0.0-11.0-10.0-0.21,0,True,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,1,j,,736,,images/1 (2361).jpg,B,B,,3,3,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,22,22,0,166,1594578,,26.61,528,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,07kzkKGvxeM2TXaiYu9y,,0.5888888888888894,,,,,2,r,True,False,False,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1113).jpg,0.0-21.0-1.0-0.17,0,True,,0,True,,True,False,,True,True,,5,6,6,0,,,,,,,1,j,,507,,images/1 (1113).jpg,,Dn,,,3,0,,673ccb0691efe91cd015dcf7,,,finalTest,,6,6,270,2358050,,39.34,1035,image-keyboard-response,,,,"current target, in next trial",,,,1920
673ccb0691efe91cd015dcf7,0A9F7iVd3Rm0Kpe6p1uB,,0.5789473684210527,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1650).jpg,0.0-13.0-10.0-0.18,0,False,True,0,False,True,True,False,True,True,False,9,9,False,,0,,,1,,,,1,j,,759,,images/1 (1650).jpg,B,B,,18,18,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,19,19,0,0,1847868,,30.83,677,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,0O2RFyJ5cGA4XQD3DEQK,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-11.0-5.0-0.6,0,,,0,,,,,,,,7,,,,,,,,,7,,,,,,,5,,,5,,,,,673ccb0691efe91cd015dcf7,,53,digitPresentation,,,,,1563392,,26.09,501,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,0PTuqI8tN8XWVHygQDsd,,,,False,,,2,r,,,,,,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1914).jpg,0.0-14.0-2.0-0.26,0,False,True,0,,True,True,False,False,False,False,10,10,0,,0,,,1,,,,,,,,,images/1 (1914).jpg,A,A,,27,27,0,,673ccb0691efe91cd015dcf7,,,initial_study,0,0,0,0,1917517,,32.00,717,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,0PeuA4aBePIOrDrbgzV0,,0.5842696629213487,,,,,2,r,True,,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (154).jpg,0.0-21.0-1.0-0.14,0,True,,0,True,,True,False,,True,False,,10,0,6,0,,,,,,,1,j,,415,,images/1 (154).jpg,,B,,,15,0,,673ccb0691efe91cd015dcf7,,,finalTest,,13,0,267,2356240,,39.31,1032,image-keyboard-response,,,,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,0Rdwh26hKAljdHgAybbD,,,,False,,,2,r,,,,,,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2291).jpg,0.0-12.0-2.0-0.20,0,True,True,0,,True,True,False,False,False,False,8,8,0,1,0,,,1,,,,,,,,,images/1 (2291).jpg,A,A,,21,21,0,,673ccb0691efe91cd015dcf7,,,initial_study,0,0,0,58,1647736,,27.50,559,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,0TRG0RVbeuHGTqhJ0e3N,,,,False,,,2,r,,,,,,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1308).jpg,0.0-6.0-2.0-0.3,0,False,True,0,,True,True,False,False,False,False,2,2,0,,0,,,1,,,,,,,,,images/1 (1308).jpg,A,A,,4,4,0,,673ccb0691efe91cd015dcf7,,,initial_study,0,0,0,0,744972,,12.45,86,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,0U0DBtALhgKCblGHBs7M,,0.6428571428571429,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (264).jpg,0.0-6.0-10.0-0.13,0,False,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,1,j,,409,,images/1 (264).jpg,B,B,,20,20,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,14,14,0,0,857259,,14.32,140,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,0YekENrE0B2LaFHlt3yK,,0.6785714285714286,,True,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (191).jpg,0.0-5.0-10.0-0.27,0,False,True,0,False,True,True,False,True,True,True,1,1,2,,0,,,1,,,,1,j,,603,,images/1 (191).jpg,Dn+1,Dn,,30,30,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,28,28,13,0,385199,,6.46,78,image-keyboard-response,1,1,1,"current target, in next trial",,,,1920
673ccb0691efe91cd015dcf7,0b2V7zpROyijuJUpS6sZ,,0.8333333333333334,,True,,,2,r,True,,True,,f,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2126).jpg,0.0-11.0-10.0-0.23,0,True,False,0,False,False,True,False,True,False,True,7,6,7,,0,,,2,,,,1,f,,766,,images/1 (2126).jpg,Cn,Cn,,0,4,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,24,0,24,15,1596158,,26.64,530,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1920
673ccb0691efe91cd015dcf7,0e5uQJWdermogleLWuRn,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-12.0-3.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,673ccb0691efe91cd015dcf7,,,prompt,,,,,1668922,,27.85,569,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,0eeefg796KPTm7FG7efk,,0.589371980676329,,,,,2,r,True,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (240).jpg,0.0-20.0-1.0-0.2,0,True,,0,False,,False,False,,False,False,,0,0,5,6,,,1,,,,1,f,,2666,,images/1 (240).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,207,2297519,,38.33,972,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,0ns4UBdJSsZA0o4qify0,,0.5655172413793106,,,,,2,r,True,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (820).jpg,0.0-24.0-1.0-0.38,0,True,,0,False,,False,False,,False,False,,0,0,9,0,,,1,,,,1,f,,883,,images/1 (820).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,435,2525518,,42.13,1200,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,0pWczbu771eoZLhSGjNk,,0,,True,,,2,r,False,False,,,f,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2082).jpg,0.0-5.0-10.0-0.0,0,True,True,0,False,False,False,False,True,True,True,1,1,2,1,0,,,1,,,,0,,,,,images/1 (2082).jpg,Fnn+1,Fnn,,0,0,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,1,1,23,21,358622,,6.01,51,image-keyboard-response,0,1,1,"tested only, in next trial",,,,1920
673ccb0691efe91cd015dcf7,138DYg0TOSLqMClPZtk8,,0.5900000000000005,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (935).jpg,0.0-19.0-1.0-0.43,0,True,,0,False,,False,False,,False,False,,0,0,4,4,,,1,,,,0,j,,564,,images/1 (935).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,200,2288583,,38.18,965,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,1BM6NbBUrroNFQkFbX2Q,,0.5863453815261048,,,,,2,r,True,,,,j,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (818).jpg,0.0-20.0-1.0-0.44,0,True,,0,True,,True,False,,False,False,,10,0,5,0,,,,,,,1,j,,527,,images/1 (818).jpg,,A,,,29,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,249,2335779,,38.97,1014,image-keyboard-response,,,,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,1EEpzTjpRIYABAzZI3b6,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2195).jpg,0.0-6.0-2.0-0.21,0,True,True,0,,True,True,False,True,True,False,2,2,0,2,0,,,1,,,,,,,,,images/1 (2195).jpg,B,B,,22,22,0,,673ccb0691efe91cd015dcf7,,,initial_study,3,3,0,106,783093,,13.09,104,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1FHUKRP4uXq6J0J80n7l,,0.6044776119402985,,,,,2,r,True,,,,j,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1276).jpg,0.0-18.0-1.0-0.25,0,True,,0,True,,False,False,,True,False,,4,False,3,4,,,,,,,1,j,,687,,images/1 (1276).jpg,,Fn,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,22,0,134,2231447,,37.23,899,image-keyboard-response,,,,"tested only, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1G2bvH2QlCuGfCbVl1U5,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-11.0-5.0-0.3,0,,,0,,,,,,,,7,,,,,,,,,4,,,,,,,6,,,6,,,,,673ccb0691efe91cd015dcf7,,53,digitPresentation,,,,,1554333,,25.94,498,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1HaxZr37RRwIIWKLYNCI,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-7.0-5.0-0.2,0,,,0,,,,,,,,3,,,,,,,,,3,,,,,,,7,,,7,,,,,673ccb0691efe91cd015dcf7,,54,digitPresentation,,,,,984397,,16.44,193,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1IHzKafSxeR9bNZMKuPB,,0.6071428571428571,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (95).jpg,0.0-18.0-1.0-0.3,0,True,,0,False,,False,False,,False,False,,0,0,3,0,,,1,,,,0,j,,428,,images/1 (95).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,112,2216987,,36.99,877,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,1K58tQ7lUMrRGiX0WbHX,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-10.0-5.0-0.5,0,,,0,,,,,,,,6,,,,,,,,,6,,,,,,,8,,,8,,,,,673ccb0691efe91cd015dcf7,,54,digitPresentation,,,,,1428333,,23.84,424,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1NAnpi5RFmT0ns7QcIRO,,,,False,,,2,r,,,,,,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1398).jpg,0.0-7.0-2.0-0.27,0,True,True,0,,True,True,False,False,False,False,3,3,0,7,0,,,1,,,,,,,,,images/1 (1398).jpg,A,A,,28,28,0,,673ccb0691efe91cd015dcf7,,,initial_study,0,0,0,312,968883,,16.19,186,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,1PjmrNfiH82ffPQ7dsTQ,,0.5818965517241385,,,,,2,r,True,,,,j,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2146).jpg,0.0-20.0-1.0-0.27,0,True,,0,True,,True,False,,False,False,,5,0,5,0,,,,,,,1,j,,546,,images/1 (2146).jpg,,A,,,11,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,232,2323443,,38.76,997,image-keyboard-response,,,,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,1QCqWPE095Juf08jzB5R,,0.6842105263157895,,True,,,2,r,False,True,False,,f,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1644).jpg,0.0-6.0-10.0-0.18,0,False,False,0,False,False,False,False,True,False,True,2,1,2,,0,,,2,,,,0,j,,658,,images/1 (1644).jpg,Fnn,Fnn,,0,0,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,19,0,19,0,861142,,14.39,145,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,1920
673ccb0691efe91cd015dcf7,1UGr3PemGV2eRM2DOKXk,,0.6615384615384615,,,,,2,r,True,,,,j,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2132).jpg,0.0-17.0-1.0-0.4,0,True,,0,True,,True,False,,False,False,,2,0,2,0,,,,,,,1,j,,1385,,images/1 (2132).jpg,,A,,,30,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,65,2169586,,36.20,830,image-keyboard-response,,,,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,1UkAOajEvCPmuEHxkIhW,,0.568306010928962,,,,,2,r,True,,,,j,T_foil,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2252).jpg,0.0-19.0-1.0-0.26,0,True,,0,True,,False,False,,True,False,,5,False,4,5,,,,,,,1,j,,760,,images/1 (2252).jpg,,Fn,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,26,0,183,2275148,,37.96,948,image-keyboard-response,,,,"tested only, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1VaYYzImvA2kPJqU5NiF,,0.75,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2359).jpg,0.0-12.0-10.0-0.7,0,True,True,0,False,True,True,False,True,True,False,8,8,False,,0,,,1,,,,1,j,,614,,images/1 (2359).jpg,B,B,,25,25,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,8,8,0,184,1710420,,28.54,590,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1dz5oxRsADdUOjK50hN1,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-5.0-7.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,<p background:white>CORRECT!</p>,,,,,,,,673ccb0691efe91cd015dcf7,,,promptfeedback,,,,,350867,,5.88,48,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1eqW7bMScYygrzSgmrT4,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1650).jpg,0.0-13.0-2.0-0.17,0,False,True,0,,True,True,False,True,True,False,9,9,0,,0,,,1,,,,,,,,,images/1 (1650).jpg,B,B,,18,18,0,,673ccb0691efe91cd015dcf7,,,initial_study,19,19,0,0,1769289,,29.53,632,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1kdq5yMBVOedspXVpI2y,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (96).jpg,0.0-5.0-2.0-0.14,0,True,True,0,,True,True,False,True,True,False,1,1,0,1,0,,,1,,,,,,,,,images/1 (96).jpg,B,B,,15,15,0,,673ccb0691efe91cd015dcf7,,,initial_study,9,9,0,7,285755,,4.80,21,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1kiqSo1TQLd55THIiOp4,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-14.0-3.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,673ccb0691efe91cd015dcf7,,,prompt,,,,,1925984,,32.14,721,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1lKobXl2RCSE5Zfu4Ylg,,0.6774193548387096,,,,,2,r,True,,,,j,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1949).jpg,0.0-16.0-1.0-0.30,0,True,,0,True,,True,False,,False,False,,3,0,1,0,,,,,,,1,j,,711,,images/1 (1949).jpg,,A,,,5,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,31,2121802,,35.40,796,image-keyboard-response,,,,"studied only, not in trial",,,,1920
673ccb0691efe91cd015dcf7,1ldw5XlDO5PiIW6GPMZu,,0.5539714867617109,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (283).jpg,0.0-25.0-1.0-0.46,0,True,,0,False,,False,False,,False,False,,0,0,10,0,,,1,,,,0,j,,542,,images/1 (283).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,491,2568522,,42.85,1256,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,1nKCsi53LK3QFkBXmBON,,,,,,,2,r,,,,,,,3,,,,,1200,673ccb0691efe91cd015dcf7,,0.0-8.0-4.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,673ccb0691efe91cd015dcf7,,,fixation,,,,,1108494,,18.51,266,html-keyboard-response,,,,,,,,1920
673ccb0691efe91cd015dcf7,1oROQunwXHcgSdLmE8Dx,,0.5810276679841901,,,,,2,r,False,,False,,j,T_nontarget,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1035).jpg,0.0-21.0-1.0-0.0,0,True,,0,True,,True,False,,False,True,,4,5,6,0,,,,,,,0,,,,,images/1 (1035).jpg,,Cn,,,20,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,11,253,2344008,,39.10,1018,image-keyboard-response,,,,"studied only, in next trial",,,,1920
673ccb0691efe91cd015dcf7,1p83O2z6VTdCzYuSdLyr,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (544).jpg,0.0-7.0-2.0-0.24,0,True,True,0,,True,True,False,True,True,False,3,3,0,1,0,,,1,,,,,,,,,images/1 (544).jpg,B,B,,25,25,0,,673ccb0691efe91cd015dcf7,,,initial_study,17,17,0,56,962527,,16.08,183,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1s8I1QlKL1jIzt5eLU9u,,0.5966386554621849,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (789).jpg,0.0-18.0-1.0-0.10,0,True,,0,False,,False,False,,False,False,,0,0,3,3,,,1,,,,0,j,,305,,images/1 (789).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,119,2221232,,37.06,884,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,1uF0M4PQ4ns6Y9S9ymsV,,1,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (54).jpg,0.0-11.0-10.0-0.0,0,False,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,1,j,,966,,images/1 (54).jpg,B,B,,27,27,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,1,1,0,0,1577460,,26.33,507,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1x9nsCpt8DkFl1NyOd4Z,,0.6666666666666669,,,,,2,r,True,,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1078).jpg,0.0-16.0-1.0-0.41,0,True,,0,True,,True,False,,True,False,,3,0,1,0,,,,,,,1,j,,569,,images/1 (1078).jpg,,B,,,17,0,,673ccb0691efe91cd015dcf7,,,finalTest,,25,0,42,2132257,,35.57,807,image-keyboard-response,,,,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,1zbxDkRR4T2761YtMZLU,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1000).jpg,0.0-7.0-2.0-0.18,0,False,True,0,,True,True,False,True,True,False,3,3,0,,0,,,1,,,,,,,,,images/1 (1000).jpg,B,B,,19,19,0,,673ccb0691efe91cd015dcf7,,,initial_study,10,10,0,0,949790,,15.87,177,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,28XlzClzu1oyU9xYNCFF,,0.7,,True,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (669).jpg,0.0-6.0-10.0-0.19,0,False,True,0,False,True,True,False,True,True,True,2,2,3,,0,,,1,,,,1,j,,742,,images/1 (669).jpg,Dn+1,Dn,,1,1,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,20,20,18,0,861994,,14.40,146,image-keyboard-response,1,1,1,"current target, in next trial",,,,1920
673ccb0691efe91cd015dcf7,29oLpQQh0IuW0A6aeYQw,,0.5602536997885836,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (763).jpg,0.0-25.0-1.0-0.28,0,True,,0,False,,False,False,,False,False,,0,0,10,2,,,1,,,,0,j,,393,,images/1 (763).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,473,2556259,,42.64,1238,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,2C050gkaQcMxyi3Hmhhn,,0.5587628865979383,,,,,2,r,True,,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2249).jpg,0.0-25.0-1.0-0.40,0,True,,0,True,,True,False,,True,False,,4,0,10,0,,,,,,,1,j,,334,,images/1 (2249).jpg,,B,,,23,0,,673ccb0691efe91cd015dcf7,,,finalTest,,16,0,485,2564547,,42.78,1250,image-keyboard-response,,,,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,2GiYgFhBCMwaqMwnU93j,,,,False,,,2,r,,,,,,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1957).jpg,0.0-9.0-2.0-0.16,0,True,True,0,,True,True,False,True,True,False,5,5,0,6,0,,,1,,,,,,,,,images/1 (1957).jpg,B,B,,17,17,0,,673ccb0691efe91cd015dcf7,,,initial_study,8,8,0,276,1238641,,20.68,327,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,2MHn3lshm8GAIqqfsIDk,,0.5839598997493739,,,,,2,r,False,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (1745).jpg,0.0-24.0-1.0-0.2,0,True,,0,False,,False,False,,False,False,,0,0,9,0,,,1,,,,0,j,,650,,images/1 (1745).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,399,2494040,,41.60,1164,image-keyboard-response,,,,final Foil,,,,1920
673ccb0691efe91cd015dcf7,2PvZXraQWH1Wju7Lud6g,,0.6190476190476191,,False,,,2,r,True,True,,,j,T_target,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (2083).jpg,0.0-13.0-10.0-0.20,0,True,True,0,False,True,True,False,True,True,False,9,9,False,,0,,,1,,,,1,j,,694,,images/1 (2083).jpg,B,B,,10,10,0,,673ccb0691efe91cd015dcf7,,,initialTest_response,21,21,0,126,1849669,,30.86,679,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1920
673ccb0691efe91cd015dcf7,2R6x0YyqadI6TUSIb8UK,,0.5871212121212126,,,,,2,r,True,,,,f,F,3,,,,,1200,673ccb0691efe91cd015dcf7,1 (101).jpg,0.0-21.0-1.0-0.11,0,True,,0,False,,False,False,,False,False,,0,0,6,4,,,1,,,,1,f,,503,,images/1 (101).jpg,,FF,,,0,0,,673ccb0691efe91cd015dcf7,,,finalTest,,0,0,264,2354495,,39.28,1029,image-keyboard-response,,,,final Foil,,,,1920
