parent_document_id,document_id,accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
DEBUGV2,D108VFq9j9rCqoLPVvJS,,True,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1689).jpg,0.0-12.0-2.0-0.9,0,False,True,0,,True,True,False,False,False,True,8,8,9,,0,,,1,,,,,,,,,images/1 (1689).jpg,Cn+1,Cn,,10,10,0,,DEBUGV2,,,initial_study,0,0,8,0,29757,0.51,548,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
DEBUGV2,D9gNI8mmzrcwMTc3vgHK,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (348).jpg,0.0-12.0-2.0-0.10,0,True,True,0,,True,True,False,True,True,False,8,8,0,5,0,,,1,,,,,,,,,images/1 (348).jpg,B,B,,11,11,0,,DEBUGV2,,,initial_study,5,5,0,245,29771,0.51,549,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,DEJjPel78PnDaI4fHZMp,0,True,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (2216).jpg,0.0-6.0-10.0-0.15,0,True,True,0,False,True,True,False,True,True,True,2,2,3,,0,,,1,,,,0,,,,,images/1 (2216).jpg,Dn+1,Dn,,13,13,0,,DEBUGV2,,,initialTest_response,16,16,22,296,23077,0.40,142,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,DLoLaCpovYkvigXmSeIU,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (226).jpg,0.0-12.0-10.0-0.7,0,True,True,0,False,True,True,False,True,True,False,8,8,False,,0,,,1,,,,0,,,,,images/1 (226).jpg,B,B,,24,24,0,,DEBUGV2,,,initialTest_response,8,8,0,144,30344,0.52,590,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,DObgJmB1BXurgBPazlw2,,True,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1600).jpg,0.0-10.0-2.0-0.13,0,True,True,0,,True,True,False,False,False,True,6,6,7,10,0,,,1,,,,,,,,,images/1 (1600).jpg,Cn+1,Cn,,14,14,0,,DEBUGV2,,,initial_study,0,0,23,492,27287,0.47,400,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
DEBUGV2,DPWRDgl7XQxXg0AIar0E,0,True,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (1838).jpg,0.0-13.0-10.0-0.25,0,False,True,0,False,False,False,False,True,True,True,9,9,10,,0,,,1,,,,0,,,,,images/1 (1838).jpg,Fnn+1,Fnn,,0,0,0,,DEBUGV2,,,initialTest_response,26,26,15,0,31994,0.54,684,image-keyboard-response,0,1,1,"tested only, in next trial",,,,2562
DEBUGV2,DRgEGKBQRXAgrjtWXI9b,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (357).jpg,0.0-6.0-2.0-0.19,0,False,True,0,,True,True,False,True,True,False,2,2,0,,0,,,1,,,,,,,,,images/1 (357).jpg,B,B,,20,20,0,,DEBUGV2,,,initial_study,12,12,0,0,22444,0.38,102,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,DhLPPIqhc3Y8PkXLOld3,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (553).jpg,0.0-12.0-2.0-0.6,0,True,True,0,,True,True,False,False,False,False,8,8,0,10,0,,,1,,,,,,,,,images/1 (553).jpg,A,A,,7,7,0,,DEBUGV2,,,initial_study,0,0,0,483,29710,0.51,545,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,DkOgaalqut2SjeDs0EEO,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-13.0-5.0-0.1,0,,,0,,,,,,,,9,,,,,,,,,2,,,,,,,9,,,9,,,,,DEBUGV2,,52,digitPresentation,,,,,31290,0.53,648,html-keyboard-response,,,,,,,,2562
DEBUGV2,DrFcbwKFFU6xr2N2GmBV,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (232).jpg,0.0-10.0-2.0-0.3,0,False,True,0,,True,True,False,False,False,False,6,6,0,,0,,,1,,,,,,,,,images/1 (232).jpg,A,A,,4,4,0,,DEBUGV2,,,initial_study,0,0,0,0,27168,0.46,390,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,E6JW9GmZH5lskLaKIBn2,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (859).jpg,0.0-11.0-2.0-0.17,0,False,True,0,,True,True,False,True,True,False,7,7,0,,0,,,1,,,,,,,,,images/1 (859).jpg,B,B,,18,18,0,,DEBUGV2,,,initial_study,17,17,0,0,28607,0.49,480,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,E7LSMNL6nxumy4Jo5D5f,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (574).jpg,0.0-9.0-10.0-0.7,0,True,True,0,False,True,True,False,True,True,False,5,5,False,,0,,,1,,,,0,,,,,images/1 (574).jpg,B,B,,17,17,0,,DEBUGV2,,,initialTest_response,8,8,0,247,26585,0.45,362,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,E7zfXqwhG0y0AcyMg120,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (2359).jpg,0.0-7.0-10.0-0.28,0,False,True,0,False,True,True,False,True,True,False,3,3,False,,0,,,1,,,,0,,,,,images/1 (2359).jpg,B,B,,10,10,0,,DEBUGV2,,,initialTest_response,29,29,0,0,24607,0.42,231,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,EJ7THCKp2wM8lcBn8RES,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-11.0-5.0-0.7,0,,,0,,,,,,,,7,,,,,,,,,8,,,,,,,4,,,4,,,,,DEBUGV2,,52,digitPresentation,,,,,28875,0.49,502,html-keyboard-response,,,,,,,,2562
DEBUGV2,ESrO1NGzk9k806LAbou4,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (776).jpg,0.0-14.0-10.0-0.7,0,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,0,,,,,images/1 (776).jpg,B,B,,16,16,0,,DEBUGV2,,,initialTest_response,8,8,0,438,32821,0.56,742,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,EiVxBkCs7qRgnJ9C8XFh,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-9.0-5.0-0.0,0,,,0,,,,,,,,5,,,,,,,,,1,,,,,,,8,,,8,,,,,DEBUGV2,,44,digitPresentation,,,,,26296,0.45,343,html-keyboard-response,,,,,,,,2562
DEBUGV2,El3sjAAhS3sG6VUtolcn,0,True,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (123).jpg,0.0-13.0-10.0-0.10,0,True,True,0,False,True,True,False,True,True,True,9,9,10,,0,,,1,,,,0,,,,,images/1 (123).jpg,Dn+1,Dn,,8,8,0,,DEBUGV2,,,initialTest_response,11,11,13,398,31643,0.54,669,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,EwMouevrwKEjUA1laI7T,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (957).jpg,0.0-8.0-2.0-0.10,0,False,True,0,,True,True,False,True,True,False,4,4,0,,0,,,1,,,,,,,,,images/1 (957).jpg,B,B,,11,11,0,,DEBUGV2,,,initial_study,19,19,0,0,24801,0.42,245,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,EyfMHatauUYoPOSUYo6e,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (1873).jpg,0.0-7.0-2.0-0.18,0,False,True,0,,True,True,False,True,True,False,3,3,0,,0,,,1,,,,,,,,,images/1 (1873).jpg,B,B,,19,19,0,,DEBUGV2,,,initial_study,24,24,0,0,23652,0.40,177,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,F7d6UkgB8qqSWKjeWV7L,0,False,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (771).jpg,0.0-5.0-10.0-0.27,0,True,True,0,False,False,False,False,True,True,False,1,1,False,8,0,,,1,,,,0,,,,,images/1 (771).jpg,Fn+1,Fn,,0,0,0,,DEBUGV2,,,initialTest_response,28,28,0,362,22131,0.38,78,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
DEBUGV2,FK5juPGHat4AIwESvRTT,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1202).jpg,0.0-8.0-2.0-0.4,0,True,True,0,,True,True,False,False,False,False,4,4,0,5,0,,,1,,,,,,,,,images/1 (1202).jpg,A,A,,5,5,0,,DEBUGV2,,,initial_study,0,0,0,218,24725,0.42,239,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,FPNXmtM4Psf5fa1Aj2ee,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (1865).jpg,0.0-9.0-2.0-0.23,0,True,True,0,,True,True,False,True,True,False,5,5,0,3,0,,,1,,,,,,,,,images/1 (1865).jpg,B,B,,24,24,0,,DEBUGV2,,,initial_study,5,5,0,132,26181,0.45,334,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,FQU8Z40EXlMsNEpxphI4,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (2146).jpg,0.0-10.0-10.0-0.3,0,False,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,,,,,images/1 (2146).jpg,B,B,,11,11,0,,DEBUGV2,,,initialTest_response,4,4,0,0,27730,0.47,434,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,FQxR3gMeiY1iAfsSsFto,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1603).jpg,0.0-7.0-2.0-0.25,0,False,True,0,,True,True,False,False,False,False,3,3,0,,0,,,1,,,,,,,,,images/1 (1603).jpg,A,A,,26,26,0,,DEBUGV2,,,initial_study,0,0,0,0,23744,0.41,184,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,FY6LUZIX30R8vNrPpl5O,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-6.0-1.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,DEBUGV2,,,fixation,,,,,22209,0.38,82,html-keyboard-response,,,,,,,,2562
DEBUGV2,FYCffvFnsHWkoHMGZjGa,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1945).jpg,0.0-13.0-2.0-0.11,0,False,True,0,,True,True,False,False,False,False,9,9,0,,0,,,1,,,,,,,,,images/1 (1945).jpg,A,A,,12,12,0,,DEBUGV2,,,initial_study,0,0,0,0,31031,0.53,626,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,FeuUFiRI82AQ08anZjwv,0,True,,,2,r,False,False,False,,f,T_foil,3,,1728,DEBUGV2,1 (218).jpg,0.0-8.0-10.0-0.21,0,False,False,0,False,False,True,False,True,True,True,4,3,4,,0,,,2,,,,0,,,,,images/1 (218).jpg,Dn,Dn,,0,16,0,,DEBUGV2,,,initialTest_response,22,16,22,0,25678,0.44,300,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,2562
DEBUGV2,FggvGmJDLYOJypNlrNqZ,0,True,,,2,r,False,False,False,,f,T_foil,3,,1728,DEBUGV2,1 (1408).jpg,0.0-8.0-10.0-0.13,0,True,False,0,False,False,False,False,True,False,True,4,3,4,,0,,,2,,,,0,,,,,images/1 (1408).jpg,Fnn,Fnn,,0,0,0,,DEBUGV2,,,initialTest_response,14,0,14,201,25486,0.44,292,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,2562
DEBUGV2,FlC5cNm2n7o2ZgwjdffB,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (1367).jpg,0.0-14.0-10.0-0.1,0,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,0,,,,,images/1 (1367).jpg,B,B,,19,19,0,,DEBUGV2,,,initialTest_response,2,2,0,258,32686,0.56,736,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,FlNgfY9nCCxaFpnujevf,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-12.0-8.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Now judge if you have seen this pictures from the list you JUST studied before the digits,,,,,,,,DEBUGV2,,,prompt,,,,,30143,0.51,581,html-keyboard-response,,,,,,,,2562
DEBUGV2,FlojZcdpvK4bmpopJkHX,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-14.0-1.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,DEBUGV2,,,fixation,,,,,32124,0.55,690,html-keyboard-response,,,,,,,,2562
DEBUGV2,FmDprPiD4x6RPwbWla6v,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-12.0-5.0-0.1,0,,,0,,,,,,,,8,,,,,,,,,2,,,,,,,9,,,9,,,,,DEBUGV2,,60,digitPresentation,,,,,30038,0.51,572,html-keyboard-response,,,,,,,,2562
DEBUGV2,FosTtrcUQIJbIrPDEmR9,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (2301).jpg,0.0-14.0-2.0-0.26,0,False,True,0,,True,True,False,False,False,False,10,10,0,,0,,,1,,,,,,,,,images/1 (2301).jpg,A,A,,27,27,0,,DEBUGV2,,,initial_study,0,0,0,0,32454,0.55,717,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,FpnPZZgoEqJ77JW5XiJv,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-5.0-5.0-0.3,0,,,0,,,,,,,,1,,,,,,,,,4,,,,,,,9,,,9,,,,,DEBUGV2,,59,digitPresentation,,,,,21419,0.37,42,html-keyboard-response,,,,,,,,2562
DEBUGV2,FufqJUyM9sVpCwRLxHbx,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (79).jpg,0.0-9.0-2.0-0.5,0,False,True,0,,True,True,False,True,True,False,5,5,0,,0,,,1,,,,,,,,,images/1 (79).jpg,B,B,,6,6,0,,DEBUGV2,,,initial_study,27,27,0,0,25963,0.44,316,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,FxgC6V5YkP8c8RI1Ey6i,0,True,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (2356).jpg,0.0-8.0-10.0-0.28,0,True,True,0,False,True,True,False,True,True,True,4,4,5,,0,,,1,,,,0,,,,,images/1 (2356).jpg,Dn+1,Dn,,3,3,0,,DEBUGV2,,,initialTest_response,29,29,1,350,25835,0.44,307,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,G27ew9Q8BrKTYbBHX6zU,0,True,,,2,r,False,False,False,,f,T_foil,3,,1728,DEBUGV2,1 (176).jpg,0.0-10.0-10.0-0.2,0,True,False,0,False,False,True,False,True,True,True,6,5,6,,0,,,2,,,,0,,,,,images/1 (176).jpg,Dn,Dn,,0,4,0,,DEBUGV2,,,initialTest_response,3,4,3,63,27708,0.47,433,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,2562
DEBUGV2,G5e2kEW6FCR6vHM1Eewa,0,True,,,2,r,False,,False,,f,T_foil,3,,1728,DEBUGV2,1 (1481).jpg,0.0-9.0-10.0-0.10,0,True,False,0,False,False,True,False,True,False,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (1481).jpg,Cn,Cn,,0,28,0,,DEBUGV2,,,initialTest_response,11,0,11,29,26650,0.45,365,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,2562
DEBUGV2,GBCx9V6MQ6NdED6UQH1H,0,True,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (334).jpg,0.0-12.0-10.0-0.20,0,True,True,0,False,True,True,False,True,True,True,8,8,9,,0,,,1,,,,0,,,,,images/1 (334).jpg,Dn+1,Dn,,23,23,0,,DEBUGV2,,,initialTest_response,21,21,9,75,30652,0.52,603,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,GVjnCU4eDZe8ElbseF8F,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (174).jpg,0.0-5.0-2.0-0.18,0,False,True,0,,True,True,False,False,False,False,1,1,0,,0,,,1,,,,,,,,,images/1 (174).jpg,A,A,,19,19,0,,DEBUGV2,,,initial_study,0,0,0,0,21203,0.36,25,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,GZntUGoycSYWaM6jHVRs,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (473).jpg,0.0-6.0-2.0-0.29,0,True,True,0,,True,True,False,False,False,False,2,2,0,9,0,,,1,,,,,,,,,images/1 (473).jpg,A,A,,30,30,0,,DEBUGV2,,,initial_study,0,0,0,414,22566,0.39,112,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,Ggbt1K2sTjj986N0XQNs,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (2400).jpg,0.0-6.0-10.0-0.3,0,True,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,,images/1 (2400).jpg,B,B,,18,18,0,,DEBUGV2,,,initialTest_response,4,4,0,450,22809,0.39,130,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,GiftY2QeqLTgcb9ya5Mh,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (226).jpg,0.0-12.0-2.0-0.23,0,True,True,0,,True,True,False,True,True,False,8,8,0,3,0,,,1,,,,,,,,,images/1 (226).jpg,B,B,,24,24,0,,DEBUGV2,,,initial_study,8,8,0,144,29924,0.51,562,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,GyGj0z4bjKYgHQqwwzlI,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1576).jpg,0.0-11.0-2.0-0.9,0,False,True,0,,True,True,False,False,False,False,7,7,0,,0,,,1,,,,,,,,,images/1 (1576).jpg,A,A,,10,10,0,,DEBUGV2,,,initial_study,0,0,0,0,28506,0.49,472,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,H5N20kAYruy99YY8Ppdk,0,False,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (155).jpg,0.0-5.0-10.0-0.6,0,True,True,0,False,False,False,False,True,True,False,1,1,False,4,0,,,1,,,,0,,,,,images/1 (155).jpg,Fn+1,Fn,,0,0,0,,DEBUGV2,,,initialTest_response,7,7,0,200,21658,0.37,57,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
DEBUGV2,H77o8JcOwzw2MzVwLsDw,,True,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (74).jpg,0.0-14.0-2.0-0.20,0,False,True,0,,True,True,False,True,True,False,10,10,0,,0,,,1,,,,,,,,,images/1 (74).jpg,Dn+1,Dn,,21,21,0,,DEBUGV2,,,initial_study,3,3,0,0,32387,0.55,711,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,H880e5hfhKrksc2WjMWj,0,True,,,2,r,False,,False,,f,T_foil,3,,1728,DEBUGV2,1 (1211).jpg,0.0-9.0-10.0-0.24,0,True,False,0,False,False,True,False,True,False,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (1211).jpg,Cn,Cn,,0,26,0,,DEBUGV2,,,initialTest_response,25,0,25,423,26976,0.46,379,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,2562
DEBUGV2,HEV7Ir3jMvHd80iefsWI,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (2142).jpg,0.0-10.0-2.0-0.25,0,True,True,0,,True,True,False,True,True,False,6,6,0,6,0,,,1,,,,,,,,,images/1 (2142).jpg,B,B,,26,26,0,,DEBUGV2,,,initial_study,30,30,0,289,27433,0.47,412,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,HIt2e4I5BTJD0LjmiBlu,,True,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (1023).jpg,0.0-5.0-2.0-0.10,0,True,True,0,,True,True,False,False,False,True,1,1,2,9,0,,,1,,,,,,,,,images/1 (1023).jpg,Cn+1,Cn,,11,11,0,,DEBUGV2,,,initial_study,0,0,20,428,21111,0.36,17,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
DEBUGV2,HJDYXU2Y8ZKwHMgaz0qo,0,True,,,2,r,False,False,False,,f,T_foil,3,,1728,DEBUGV2,1 (2320).jpg,0.0-8.0-10.0-0.15,0,False,False,0,False,False,False,False,True,False,True,4,3,4,,0,,,2,,,,0,,,,,images/1 (2320).jpg,Fnn,Fnn,,0,0,0,,DEBUGV2,,,initialTest_response,16,0,16,0,25530,0.44,294,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,2562
DEBUGV2,HMir9gIYZP8oajiRJPa2,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-8.0-3.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,DEBUGV2,,,prompt,,,,,25034,0.43,265,html-keyboard-response,,,,,,,,2562
DEBUGV2,HPlbtC3MsOxqAaZDS369,,,,,2,r,,,,,,,3,,1728,DEBUGV2,,0.0-11.0-1.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,DEBUGV2,,,fixation,,,,,28387,0.48,462,html-keyboard-response,,,,,,,,2562
DEBUGV2,HVZwIJVElID6Wd46US76,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (594).jpg,0.0-5.0-10.0-0.17,0,False,True,0,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (594).jpg,B,B,,14,14,0,,DEBUGV2,,,initialTest_response,18,18,0,0,21904,0.38,68,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,HZxEEFryoVLtUipfbXty,,True,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (2086).jpg,0.0-11.0-2.0-0.11,0,True,True,0,,True,True,False,True,True,True,7,7,8,5,0,,,1,,,,,,,,,images/1 (2086).jpg,Dn+1,Dn,,12,12,0,,DEBUGV2,,,initial_study,9,9,15,209,28529,0.49,474,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,Ha3BU9W2hu4pu2LQ8GBg,0,False,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (957).jpg,0.0-8.0-10.0-0.18,0,False,True,0,False,True,True,False,True,True,False,4,4,False,,0,,,1,,,,0,,,,,images/1 (957).jpg,B,B,,11,11,0,,DEBUGV2,,,initialTest_response,19,19,0,0,25604,0.44,297,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,Hbh2DWSqu3c8UVh9qkhU,0,True,,,2,r,False,False,,,j,T_target,3,,1728,DEBUGV2,1 (1599).jpg,0.0-9.0-10.0-0.15,0,True,True,0,False,True,True,False,True,True,True,5,5,6,,0,,,1,,,,0,,,,,images/1 (1599).jpg,Dn+1,Dn,,14,14,0,,DEBUGV2,,,initialTest_response,16,16,9,30,26761,0.46,370,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
DEBUGV2,HhiFDKGXic0wCdnM5hZq,0,False,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (1588).jpg,0.0-13.0-10.0-0.4,0,True,True,0,False,False,False,False,True,True,False,9,9,False,5,0,,,1,,,,0,,,,,images/1 (1588).jpg,Fn+1,Fn,,0,0,0,,DEBUGV2,,,initialTest_response,5,5,0,230,31504,0.54,663,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
DEBUGV2,HiFXnDfqN3ICy7KlZo8h,,False,,,2,r,,,,,,T_target,3,,1728,DEBUGV2,1 (1527).jpg,0.0-5.0-2.0-0.29,0,True,True,0,,True,True,False,True,True,False,1,1,0,1,0,,,1,,,,,,,,,images/1 (1527).jpg,B,B,,30,30,0,,DEBUGV2,,,initial_study,24,24,0,34,21352,0.37,36,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
DEBUGV2,HjNVIFpvHUerW0o4r2up,0,True,,,2,r,False,False,False,,f,T_foil,3,,1728,DEBUGV2,1 (2125).jpg,0.0-13.0-10.0-0.13,0,True,False,0,False,False,False,False,True,False,True,9,8,9,,0,,,2,,,,0,,,,,images/1 (2125).jpg,Fnn,Fnn,,0,0,0,,DEBUGV2,,,initialTest_response,14,0,14,125,31710,0.54,672,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,2562
DEBUGV2,Hks0HvqrvA6QDLhHbf2N,0,False,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (380).jpg,0.0-6.0-10.0-0.10,0,False,True,0,False,False,False,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,,images/1 (380).jpg,Fn+1,Fn,,0,0,0,,DEBUGV2,,,initialTest_response,11,11,0,0,22961,0.39,137,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
DEBUGV2,HnAoTTkSmafUFAnUyZqy,,False,,,2,r,,,,,,T_nontarget,3,,1728,DEBUGV2,1 (2197).jpg,0.0-12.0-2.0-0.0,0,True,True,0,,True,True,False,False,False,False,8,8,0,3,0,,,1,,,,,,,,,images/1 (2197).jpg,A,A,,1,1,0,,DEBUGV2,,,initial_study,0,0,0,112,29641,0.50,539,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
DEBUGV2,HrO3m9XF7i5xXRemb5GP,0,False,,,2,r,False,False,,,f,T_foil,3,,1728,DEBUGV2,1 (1641).jpg,0.0-5.0-10.0-0.20,0,True,True,0,False,False,False,False,True,True,False,1,1,False,2,0,,,1,,,,0,,,,,images/1 (1641).jpg,Fn+1,Fn,,0,0,0,,DEBUGV2,,,initialTest_response,21,21,0,97,21974,0.38,71,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
